Station_ID|Station_name|Year|Month|Day|Hour|Minute|Latitude|Longitude|Elevation|temperature|temperature_Measurement_Code|temperature_Quality_Code|temperature_Report_Type|temperature_Source_Code|temperature_Source_Station_ID|dew_point_temperature|dew_point_temperature_Measurement_Code|dew_point_temperature_Quality_Code|dew_point_temperature_Report_Type|dew_point_temperature_Source_Code|dew_point_temperature_Source_Station_ID|station_level_pressure|station_level_pressure_Measurement_Code|station_level_pressure_Quality_Code|station_level_pressure_Report_Type|station_level_pressure_Source_Code|station_level_pressure_Source_Station_ID|sea_level_pressure|sea_level_pressure_Measurement_Code|sea_level_pressure_Quality_Code|sea_level_pressure_Report_Type|sea_level_pressure_Source_Code|sea_level_pressure_Source_Station_ID|wind_direction|wind_direction_Measurement_Code|wind_direction_Quality_Code|wind_direction_Report_Type|wind_direction_Source_Code|wind_direction_Source_Station_ID|wind_speed|wind_speed_Measurement_Code|wind_speed_Quality_Code|wind_speed_Report_Type|wind_speed_Source_Code|wind_speed_Source_Station_ID|wind_gust|wind_gust_Measurement_Code|wind_gust_Quality_Code|wind_gust_Report_Type|wind_gust_Source_Code|wind_gust_Source_Station_ID|precipitation|precipitation_Measurement_Code|precipitation_Quality_Code|precipitation_Report_Type|precipitation_Source_Code|precipitation_Source_Station_ID|relative_humidity|relative_humidity_Measurement_Code|relative_humidity_Quality_Code|relative_humidity_Report_Type|relative_humidity_Source_Code|relative_humidity_Source_Station_ID|wet_bulb_temperature|wet_bulb_temperature_Measurement_Code|wet_bulb_temperature_Quality_Code|wet_bulb_temperature_Report_Type|wet_bulb_temperature_Source_Code|wet_bulb_temperature_Source_Station_ID|pres_wx_MW1|pres_wx_MW1_Measurement_Code|pres_wx_MW1_Quality_Code|pres_wx_MW1_Report_Type|pres_wx_MW1_Source_Code|pres_wx_MW1_Source_Station_ID|pres_wx_MW2|pres_wx_MW2_Measurement_Code|pres_wx_MW2_Quality_Code|pres_wx_MW2_Report_Type|pres_wx_MW2_Source_Code|pres_wx_MW2_Source_Station_ID|pres_wx_MW3|pres_wx_MW3_Measurement_Code|pres_wx_MW3_Quality_Code|pres_wx_MW3_Report_Type|pres_wx_MW3_Source_Code|pres_wx_MW3_Source_Station_ID|pres_wx_AU1|pres_wx_AU1_Measurement_Code|pres_wx_AU1_Quality_Code|pres_wx_AU1_Report_Type|pres_wx_AU1_Source_Code|pres_wx_AU1_Source_Station_ID|pres_wx_AU2|pres_wx_AU2_Measurement_Code|pres_wx_AU2_Quality_Code|pres_wx_AU2_Report_Type|pres_wx_AU2_Source_Code|pres_wx_AU2_Source_Station_ID|pres_wx_AU3|pres_wx_AU3_Measurement_Code|pres_wx_AU3_Quality_Code|pres_wx_AU3_Report_Type|pres_wx_AU3_Source_Code|pres_wx_AU3_Source_Station_ID|pres_wx_AW1|pres_wx_AW1_Measurement_Code|pres_wx_AW1_Quality_Code|pres_wx_AW1_Report_Type|pres_wx_AW1_Source_Code|pres_wx_AW1_Source_Station_ID|pres_wx_AW2|pres_wx_AW2_Measurement_Code|pres_wx_AW2_Quality_Code|pres_wx_AW2_Report_Type|pres_wx_AW2_Source_Code|pres_wx_AW2_Source_Station_ID|pres_wx_AW3|pres_wx_AW3_Measurement_Code|pres_wx_AW3_Quality_Code|pres_wx_AW3_Report_Type|pres_wx_AW3_Source_Code|pres_wx_AW3_Source_Station_ID|snow_depth|snow_depth_Measurement_Code|snow_depth_Quality_Code|snow_depth_Report_Type|snow_depth_Source_Code|snow_depth_Source_Station_ID|visibility|visibility_Measurement_Code|visibility_Quality_Code|visibility_Report_Type|visibility_Source_Code|visibility_Source_Station_ID|altimeter|altimeter_Measurement_Code|altimeter_Quality_Code|altimeter_Report_Type|altimeter_Source_Code|altimeter_Source_Station_ID|pressure_3hr_change|pressure_3hr_change_Measurement_Code|pressure_3hr_change_Quality_Code|pressure_3hr_change_Report_Type|pressure_3hr_change_Source_Code|pressure_3hr_change_Source_Station_ID|sky_cover_1|sky_cover_1_Measurement_Code|sky_cover_1_Quality_Code|sky_cover_1_Report_Type|sky_cover_1_Source_Code|sky_cover_1_Source_Station_ID|sky_cover_baseht_1|sky_cover_baseht_1_Measurement_Code|sky_cover_baseht_1_Quality_Code|sky_cover_baseht_1_Report_Type|sky_cover_baseht_1_Source_Code|sky_cover_baseht_1_Source_Station_ID|sky_cover_2|sky_cover_2_Measurement_Code|sky_cover_2_Quality_Code|sky_cover_2_Report_Type|sky_cover_2_Source_Code|sky_cover_2_Source_Station_ID|sky_cover_baseht_2|sky_cover_baseht_2_Measurement_Code|sky_cover_baseht_2_Quality_Code|sky_cover_baseht_2_Report_Type|sky_cover_baseht_2_Source_Code|sky_cover_baseht_2_Source_Station_ID|sky_cover_3|sky_cover_3_Measurement_Code|sky_cover_3_Quality_Code|sky_cover_3_Report_Type|sky_cover_3_Source_Code|sky_cover_3_Source_Station_ID|sky_cover_baseht_3|sky_cover_baseht_3_Measurement_Code|sky_cover_baseht_3_Quality_Code|sky_cover_baseht_3_Report_Type|sky_cover_baseht_3_Source_Code|sky_cover_baseht_3_Source_Station_ID|precipitation_3_hour|precipitation_3_hour_Measurement_Code|precipitation_3_hour_Quality_Code|precipitation_3_hour_Report_Type|precipitation_3_hour_Source_Code|precipitation_3_hour_Source_Station_ID|precipitation_6_hour|precipitation_6_hour_Measurement_Code|precipitation_6_hour_Quality_Code|precipitation_6_hour_Report_Type|precipitation_6_hour_Source_Code|precipitation_6_hour_Source_Station_ID|precipitation_9_hour|precipitation_9_hour_Measurement_Code|precipitation_9_hour_Quality_Code|precipitation_9_hour_Report_Type|precipitation_9_hour_Source_Code|precipitation_9_hour_Source_Station_ID|precipitation_12_hour|precipitation_12_hour_Measurement_Code|precipitation_12_hour_Quality_Code|precipitation_12_hour_Report_Type|precipitation_12_hour_Source_Code|precipitation_12_hour_Source_Station_ID|precipitation_15_hour|precipitation_15_hour_Measurement_Code|precipitation_15_hour_Quality_Code|precipitation_15_hour_Report_Type|precipitation_15_hour_Source_Code|precipitation_15_hour_Source_Station_ID|precipitation_18_hour|precipitation_18_hour_Measurement_Code|precipitation_18_hour_Quality_Code|precipitation_18_hour_Report_Type|precipitation_18_hour_Source_Code|precipitation_18_hour_Source_Station_ID|precipitation_21_hour|precipitation_21_hour_Measurement_Code|precipitation_21_hour_Quality_Code|precipitation_21_hour_Report_Type|precipitation_21_hour_Source_Code|precipitation_21_hour_Source_Station_ID|precipitation_24_hour|precipitation_24_hour_Measurement_Code|precipitation_24_hour_Quality_Code|precipitation_24_hour_Report_Type|precipitation_24_hour_Source_Code|precipitation_24_hour_Source_Station_ID|remarks|remarks_Measurement_Code|remarks_Quality_Code|remarks_Report_Type|remarks_Source_Code|remarks_Source_Station_ID
USW00014771|SYRACUSE HANCOCK INTL AP|2024|01|01|00|00|43.1111|-76.1039|125.0|-1.7||1|FM12-SYNOP|223|ICAO-KSYR|-3.9||1|FM12-SYNOP|223|ICAO-KSYR|1000.7||1|FM12-SYNOP|223|ICAO-KSYR|1016.1||1|FM12-SYNOP|223|ICAO-KSYR|999|C-Calm|9|FM12-SYNOP|223|ICAO-KSYR|0.0|C-Calm|1|FM12-SYNOP|223|ICAO-KSYR|||||||||||||85|Derived||FM12-SYNOP|223|ICAO-KSYR|-2.5|Derived||FM12-SYNOP|223|ICAO-KSYR|SN:71|SN:71-Cont|1|FM12-SYNOP|223|ICAO-KSYR|||||||||||||||||||||||||||||||||||||||||||||||||||||||14.0|P-Prevaili|1|FM12-SYNOP|223|ICAO-KSYR|||||||0.9|1-Incr-the|1|FM12-SYNOP|223|ICAO-KSYR|||||||+00450||1|FM12-SYNOP|223|ICAO-KSYR|||||||||||||||||||||||||||||||0.0|2-Trace|1|FM12-SYNOP|223|ICAO-KSYR|||||||||||||||||||||||||||||||||||||SYN09272519 11464 80000 11017 21039 30007 40161 51009 69901 771// 92354 333 11006 21022 555 90100=||F||223|ICAO-KSYR
USW00014771|SYRACUSE HANCOCK INTL AP|2024|01|01|00|17|43.1111|-76.1039|125.0|-1.7||5|FM16-SPECI|343|725190-14771|-3.9||5|FM16-SPECI|343|725190-14771|1000.7||4|FM16-SPECI|343|725190-14771|||||||999|C-Calm|9|FM16-SPECI|343|725190-14771|0.0|C-Calm|5|FM16-SPECI|343|725190-14771|||||||0.0|2-Trace|1|FM16-SPECI|223|ICAO-KSYR|85|Derived||FM16-SPECI|343|725190-14771|-2.5|Derived||FM16-SPECI|343|725190-14771|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||14.484|N-Not-vari|5|FM16-SPECI|343|725190-14771|1015.9||4|FM16-SPECI|343|725190-14771|||||||SCT:04|04-Four-ok|5|FM16-SPECI|343|725190-14771|+00366||5|FM16-SPECI|343|725190-14771|BKN:07|07-Seven-o|5|FM16-SPECI|343|725190-14771|+00610||5|FM16-SPECI|343|725190-14771|OVC:08|08-Eight-o|5|FM16-SPECI|343|725190-14771|+00945||5|FM16-SPECI|343|725190-14771|||||||||||||||||||||||||||||||||||||||||||||||||MET12112/31/23 19:17:03 SPECI KSYR 010017Z 00000KT 9SM SCT012 BKN020 OVC031 M02/M04 A3000 RMK AO2 SNE15 P0000 T10171039 $ (JLY)||F||343|725190-14771
USW00014771|SYRACUSE HANCOCK INTL AP|2024|01|01|00|46|43.1111|-76.1039|125.0|-2.2||5|FM16-SPECI|343|725190-14771|-3.9||5|FM16-SPECI|343|725190-14771|1000.7||4|FM16-SPECI|343|725190-14771|||||||999|C-Calm|9|FM16-SPECI|343|725190-14771|0.0|C-Calm|5|FM16-SPECI|343|725190-14771|||||||0.0|2-Trace|1|FM16-SPECI|223|ICAO-KSYR|88|Derived||FM16-SPECI|343|725190-14771|-2.8|Derived||FM16-SPECI|343|725190-14771|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||16.093|N-Not-vari|5|FM16-SPECI|343|725190-14771|1015.9||4|FM16-SPECI|343|725190-14771|||||||FEW:02|02-Two-okt|5|FM16-SPECI|343|725190-14771|+00152||5|FM16-SPECI|343|725190-14771|SCT:04|04-Four-ok|5|FM16-SPECI|343|725190-14771|+00366||5|FM16-SPECI|343|725190-14771|OVC:08|08-Eight-o|5|FM16-SPECI|343|725190-14771|+00610||5|FM16-SPECI|343|725190-14771|||||||||||||||||||||||||||||||||||||||||||||||||MET12212/31/23 19:46:03 SPECI KSYR 010046Z 00000KT 10SM FEW005 SCT012 OVC020 M02/M04 A3000 RMK AO2 SNE15 P0000 T10221039 $ (JLY)||F||343|725190-14771
USW00014771|SYRACUSE HANCOCK INTL AP|2024|01|01|00|54|43.1111|-76.1039|125.0|-2.2||5|FM15-METAR|343|725190-14771|-3.9||5|FM15-METAR|343|725190-14771|1000.7||4|FM15-METAR|343|725190-14771|1016.0||5|FM15-METAR|343|725190-14771|999|C-Calm|9|FM15-METAR|343|725190-14771|0.0|C-Calm|5|FM15-METAR|343|725190-14771|||||||0.0|2-Trace|5|FM15-METAR|343|725190-14771|88|Derived||FM15-METAR|343|725190-14771|-2.8|Derived||FM15-METAR|343|725190-14771|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||16.093|N-Not-vari|5|FM15-METAR|343|725190-14771|1015.9||4|FM15-METAR|343|725190-14771|||||||FEW:02|02-Two-okt|5|FM15-METAR|343|725190-14771|+00152||5|FM15-METAR|343|725190-14771|SCT:04|04-Four-ok|5|FM15-METAR|343|725190-14771|+00366||5|FM15-METAR|343|725190-14771|OVC:08|08-Eight-o|5|FM15-METAR|343|725190-14771|+00610||5|FM15-METAR|343|725190-14771|||||||||||||||||||||||||||||||||||||||||||||||||MET12912/31/23 19:54:03 METAR KSYR 010054Z 00000KT 10SM FEW005 SCT012 OVC020 M02/M04 A3000 RMK AO2 SNE15 SLP160 P0000 T10221039 $ (JLY)||F||343|725190-14771
USW00014771|SYRACUSE HANCOCK INTL AP|2024|01|01|01|29|43.1111|-76.1039|125.0|-1.7||5|FM16-SPECI|343|725190-14771|-3.9||5|FM16-SPECI|343|725190-14771|1000.7||4|FM16-SPECI|343|725190-14771|||||||999|C-Calm|9|FM16-SPECI|343|725190-14771|0.0|C-Calm|5|FM16-SPECI|343|725190-14771|||||||||||||85|Derived||FM16-SPECI|343|725190-14771|-2.5|Derived||FM16-SPECI|343|725190-14771|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||16.093|N-Not-vari|5|FM16-SPECI|343|725190-14771|1015.9||4|FM16-SPECI|343|725190-14771|||||||FEW:02|02-Two-okt|5|FM16-SPECI|343|725190-14771|+00152||5|FM16-SPECI|343|725190-14771|SCT:04|04-Four-ok|5|FM16-SPECI|343|725190-14771|+00366||5|FM16-SPECI|343|725190-14771|OVC:08|08-Eight-o|5|FM16-SPECI|343|725190-14771|+00640||5|FM16-SPECI|343|725190-14771|||||||||||||||||||||||||||||||||||||||||||||||||MET11012/31/23 20:29:03 SPECI KSYR 010129Z 00000KT 10SM FEW005 SCT012 OVC021 M02/M04 A3000 RMK AO2 T10171039 $ (JLY)||F||343|725190-14771
USW00014771|SYRACUSE HANCOCK INTL AP|2024|01|01|01|54|43.1111|-76.1039|125.0|-2.2||5|FM15-METAR|343|725190-14771|-3.9||5|FM15-METAR|343|725190-14771|1000.7||4|FM15-METAR|343|725190-14771|1016.0||5|FM15-METAR|343|725190-14771|360|N-Normal|5|FM15-METAR|343|725190-14771|1.5|N-Normal|5|FM15-METAR|343|725190-14771|||||||0.0|9-Missing|5|FM15-METAR|343|725190-14771|88|Derived||FM15-METAR|343|725190-14771|-2.8|Derived||FM15-METAR|343|725190-14771|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||16.093|N-Not-vari|5|FM15-METAR|343|725190-14771|1015.9||4|FM15-METAR|343|725190-14771|||||||SCT:04|04-Four-ok|5|FM15-METAR|343|725190-14771|+00366||5|FM15-METAR|343|725190-14771|OVC:08|08-Eight-o|5|FM15-METAR|343|725190-14771|+00671||5|FM15-METAR|343|725190-14771|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||MET11012/31/23 20:54:03 METAR KSYR 010154Z 36003KT 10SM SCT012 OVC022 M02/M04 A3000 RMK AO2 SLP160 T10221039 $ (JLY)||F||343|725190-14771
USW00014771|SYRACUSE HANCOCK INTL AP|2024|01|01|02|54|43.1111|-76.1039|125.0|-2.2||5|FM15-METAR|343|725190-14771|-3.9||5|FM15-METAR|343|725190-14771|1000.7||4|FM15-METAR|343|725190-14771|1016.1||5|FM15-METAR|343|725190-14771|350|N-Normal|5|FM15-METAR|343|725190-14771|1.5|N-Normal|5|FM15-METAR|343|725190-14771|||||||0.0|9-Missing|5|FM15-METAR|343|725190-14771|88|Derived||FM15-METAR|343|725190-14771|-2.8|Derived||FM15-METAR|343|725190-14771|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||16.093|N-Not-vari|5|FM15-METAR|343|725190-14771|1015.9||4|FM15-METAR|343|725190-14771|0.0|3-Decr-or-|4|FM15-METAR|343|725190-14771|SCT:04|04-Four-ok|5|FM15-METAR|343|725190-14771|+00396||5|FM15-METAR|343|725190-14771|OVC:08|08-Eight-o|5|FM15-METAR|343|725190-14771|+00701||5|FM15-METAR|343|725190-14771|||||||||||||0.0|2-Trace|1|FM15-METAR|223|ICAO-KSYR|||||||||||||||||||||||||||||||||||||||||||MET12212/31/23 21:54:03 METAR KSYR 010254Z 35003KT 10SM SCT013 OVC023 M02/M04 A3000 RMK AO2 SLP161 60000 T10221039 53000 $ (JLY)||F||343|725190-14771
USW00014771|SYRACUSE HANCOCK INTL AP|2024|01|01|03|00|43.1111|-76.1039|125.0|-2.2||1|FM12-SYNOP|223|ICAO-KSYR|-3.9||1|FM12-SYNOP|223|ICAO-KSYR|1000.7||1|FM12-SYNOP|223|ICAO-KSYR|1016.1||1|FM12-SYNOP|223|ICAO-KSYR|350|N-Normal|1|FM12-SYNOP|223|ICAO-KSYR|1.5|N-Normal|1|FM12-SYNOP|223|ICAO-KSYR|||||||||||||88|Derived||FM12-SYNOP|223|ICAO-KSYR|-2.8|Derived||FM12-SYNOP|223|ICAO-KSYR|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||16.0|P-Prevaili|1|FM12-SYNOP|223|ICAO-KSYR|||||||0.0|4-Steady;-|1|FM12-SYNOP|223|ICAO-KSYR|||||||+00450||1|FM12-SYNOP|223|ICAO-KSYR|||||||||||||||||||||||||0.0|2-Trace|1|FM12-SYNOP|223|ICAO-KSYR|||||||||||||||||||||||||||||||||||||||||||SYN07072519 12466 83503 11022 21039 30007 40161 53000 69907 90254 555 90103=||F||223|ICAO-KSYR
USW00014771|SYRACUSE HANCOCK INTL AP|2024|01|01|03|54|43.1111|-76.1039|125.0|-2.2||5|FM15-METAR|343|725190-14771|-5.0||5|FM15-METAR|343|725190-14771|1001.0||4|FM15-METAR|343|725190-14771|1016.4||5|FM15-METAR|343|725190-14771|340|N-Normal|5|FM15-METAR|343|725190-14771|2.1|N-Normal|5|FM15-METAR|343|725190-14771|||||||0.0|9-Missing|5|FM15-METAR|343|725190-14771|81|Derived||FM15-METAR|343|725190-14771|-3.2|Derived||FM15-METAR|343|725190-14771|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||16.093|N-Not-vari|5|FM15-METAR|343|725190-14771|1016.3||4|FM15-METAR|343|725190-14771|||||||SCT:04|04-Four-ok|5|FM15-METAR|343|725190-14771|+00457||5|FM15-METAR|343|725190-14771|OVC:08|08-Eight-o|5|FM15-METAR|343|725190-14771|+00732||5|FM15-METAR|343|725190-14771|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||MET11012/31/23 22:54:03 METAR KSYR 010354Z 34004KT 10SM SCT015 OVC024 M02/M05 A3001 RMK AO2 SLP164 T10221050 $ (JLY)||F||343|725190-14771
USW00014771|SYRACUSE HANCOCK INTL AP|2024|01|01|04|54|43.1111|-76.1039|125.0|-2.8||5|FM15-METAR|343|725190-14771|-5.0||5|FM15-METAR|343|725190-14771|1001.0||4|FM15-METAR|343|725190-14771|1016.4||5|FM15-METAR|343|725190-14771|350|N-Normal|5|FM15-METAR|343|725190-14771|2.6|N-Normal|5|FM15-METAR|343|725190-14771|||||||0.0|9-Missing|5|FM15-METAR|343|725190-14771|85|Derived||FM15-METAR|343|725190-14771|-3.5|Derived||FM15-METAR|343|725190-14771|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||16.093|N-Not-vari|5|FM15-METAR|343|725190-14771|1016.3||4|FM15-METAR|343|725190-14771|||||||SCT:04|04-Four-ok|5|FM15-METAR|343|725190-14771|+00457||5|FM15-METAR|343|725190-14771|OVC:08|08-Eight-o|5|FM15-METAR|343|725190-14771|+00701||5|FM15-METAR|343|725190-14771|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||MET11912/31/23 23:54:03 METAR KSYR 010454Z 35005KT 10SM SCT015 OVC023 M03/M05 A3001 RMK AO2 SLP164 T10281050 410061028 $ (MW)||F||343|725190-14771
